new file name, old file name, CWE, CWE present, CWE description, CodeQl result
J1000, CWE111_Unsafe_JNI__console_01_bad, CWE-111, True, Unsafe JNI
J1368, CWE190_Integer_Overflow__int_Property_square_01_bad, CWE-190, True, Integer Overflow
J1369, CWE190_Integer_Overflow__int_Property_square_01_good, CWE-190, False, Integer Overflow
J1370, CWE190_Integer_Overflow__int_random_add_01_bad, CWE-190, True, Integer Overflow
J1371, CWE190_Integer_Overflow__int_random_add_01_good, CWE-190, False, Integer Overflow
J1372, CWE190_Integer_Overflow__int_random_multiply_01_bad, CWE-190, True, Integer Overflow
J1373, CWE190_Integer_Overflow__int_random_multiply_01_good, CWE-190, False, Integer Overflow
J1374, CWE190_Integer_Overflow__int_random_square_01_bad, CWE-190, True, Integer Overflow
J1375, CWE190_Integer_Overflow__int_random_square_01_good, CWE-190, False, Integer Overflow
J1376, CWE190_Integer_Overflow__int_URLConnection_add_01_bad, CWE-190, True, Integer Overflow
J1377, CWE190_Integer_Overflow__int_URLConnection_add_01_good, CWE-190, False, Integer Overflow
J1378, CWE190_Integer_Overflow__int_URLConnection_multiply_01_bad, CWE-190, True, Integer Overflow
J1379, CWE190_Integer_Overflow__int_URLConnection_multiply_01_good, CWE-190, False, Integer Overflow
J1380, CWE190_Integer_Overflow__int_URLConnection_square_01_bad, CWE-190, True, Integer Overflow
J1381, CWE190_Integer_Overflow__int_URLConnection_square_01_good, CWE-190, False, Integer Overflow
J1382, CWE190_Integer_Overflow__long_console_readLine_add_01_bad, CWE-190, True, Integer Overflow
J1383, CWE190_Integer_Overflow__long_console_readLine_add_01_good, CWE-190, False, Integer Overflow
J1384, CWE190_Integer_Overflow__long_console_readLine_multiply_01_bad, CWE-190, True, Integer Overflow
J1385, CWE190_Integer_Overflow__long_console_readLine_multiply_01_good, CWE-190, False, Integer Overflow
J1386, CWE190_Integer_Overflow__long_console_readLine_square_01_bad, CWE-190, True, Integer Overflow
J1387, CWE190_Integer_Overflow__long_console_readLine_square_01_good, CWE-190, False, Integer Overflow
J1388, CWE190_Integer_Overflow__long_max_add_01_bad, CWE-190, True, Integer Overflow
J1389, CWE190_Integer_Overflow__long_max_add_01_good, CWE-190, False, Integer Overflow
J1390, CWE190_Integer_Overflow__long_max_multiply_01_bad, CWE-190, True, Integer Overflow
J1391, CWE190_Integer_Overflow__long_max_multiply_01_good, CWE-190, False, Integer Overflow
J1392, CWE190_Integer_Overflow__long_max_square_01_bad, CWE-190, True, Integer Overflow
J1393, CWE190_Integer_Overflow__long_max_square_01_good, CWE-190, False, Integer Overflow
J1394, CWE190_Integer_Overflow__long_rand_add_01_bad, CWE-190, True, Integer Overflow
J1395, CWE190_Integer_Overflow__long_rand_add_01_good, CWE-190, False, Integer Overflow
J1396, CWE190_Integer_Overflow__long_rand_multiply_01_bad, CWE-190, True, Integer Overflow
J1397, CWE190_Integer_Overflow__long_rand_multiply_01_good, CWE-190, False, Integer Overflow
J1398, CWE190_Integer_Overflow__long_rand_square_01_bad, CWE-190, True, Integer Overflow
J1399, CWE190_Integer_Overflow__long_rand_square_01_good, CWE-190, False, Integer Overflow
J1400, CWE190_Integer_Overflow__short_console_readLine_add_01_bad, CWE-190, True, Integer Overflow
J1401, CWE190_Integer_Overflow__short_console_readLine_add_01_good, CWE-190, False, Integer Overflow
J1402, CWE190_Integer_Overflow__short_console_readLine_multiply_01_bad, CWE-190, True, Integer Overflow
J1403, CWE190_Integer_Overflow__short_console_readLine_multiply_01_good, CWE-190, False, Integer Overflow
J1404, CWE190_Integer_Overflow__short_console_readLine_square_01_bad, CWE-190, True, Integer Overflow
J1405, CWE190_Integer_Overflow__short_console_readLine_square_01_good, CWE-190, False, Integer Overflow
J1406, CWE190_Integer_Overflow__short_max_add_01_bad, CWE-190, True, Integer Overflow
J1407, CWE190_Integer_Overflow__short_max_add_01_good, CWE-190, False, Integer Overflow
J1408, CWE190_Integer_Overflow__short_max_multiply_01_bad, CWE-190, True, Integer Overflow
J1409, CWE190_Integer_Overflow__short_max_multiply_01_good, CWE-190, False, Integer Overflow
J1410, CWE190_Integer_Overflow__short_max_square_01_bad, CWE-190, True, Integer Overflow
J1411, CWE190_Integer_Overflow__short_max_square_01_good, CWE-190, False, Integer Overflow
J1412, CWE190_Integer_Overflow__short_rand_add_01_bad, CWE-190, True, Integer Overflow
J1413, CWE190_Integer_Overflow__short_rand_add_01_good, CWE-190, False, Integer Overflow
J1414, CWE190_Integer_Overflow__short_rand_multiply_01_bad, CWE-190, True, Integer Overflow
J1415, CWE190_Integer_Overflow__short_rand_multiply_01_good, CWE-190, False, Integer Overflow
J1416, CWE190_Integer_Overflow__short_rand_square_01_bad, CWE-190, True, Integer Overflow
J1417, CWE190_Integer_Overflow__short_rand_square_01_good, CWE-190, False, Integer Overflow
J1418, CWE190_Integer_Overflow__byte_console_readLine_postinc_01_bad, CWE-190, True, Integer Overflow
J1419, CWE190_Integer_Overflow__byte_console_readLine_postinc_01_good, CWE-190, False, Integer Overflow
J1420, CWE190_Integer_Overflow__byte_max_postinc_01_bad, CWE-190, True, Integer Overflow
J1421, CWE190_Integer_Overflow__byte_max_postinc_01_good, CWE-190, False, Integer Overflow
J1422, CWE190_Integer_Overflow__byte_rand_postinc_01_bad, CWE-190, True, Integer Overflow
J1423, CWE190_Integer_Overflow__byte_rand_postinc_01_good, CWE-190, False, Integer Overflow
J1424, CWE190_Integer_Overflow__int_connect_tcp_postinc_01_bad, CWE-190, True, Integer Overflow
J1425, CWE190_Integer_Overflow__int_connect_tcp_postinc_01_good, CWE-190, False, Integer Overflow
J1426, CWE190_Integer_Overflow__int_console_readLine_postinc_01_bad, CWE-190, True, Integer Overflow
J1427, CWE190_Integer_Overflow__int_console_readLine_postinc_01_good, CWE-190, False, Integer Overflow
J1428, CWE190_Integer_Overflow__int_database_postinc_01_bad, CWE-190, True, Integer Overflow
J1429, CWE190_Integer_Overflow__int_database_postinc_01_good, CWE-190, False, Integer Overflow
J1430, CWE190_Integer_Overflow__int_Environment_postinc_01_bad, CWE-190, True, Integer Overflow
J1431, CWE190_Integer_Overflow__int_Environment_postinc_01_good, CWE-190, False, Integer Overflow
J1432, CWE190_Integer_Overflow__int_File_postinc_01_bad, CWE-190, True, Integer Overflow
J1433, CWE190_Integer_Overflow__int_File_postinc_01_good, CWE-190, False, Integer Overflow
J1434, CWE190_Integer_Overflow__int_getCookies_Servlet_postinc_01_bad, CWE-190, True, Integer Overflow
J1435, CWE190_Integer_Overflow__int_getCookies_Servlet_postinc_01_good, CWE-190, False, Integer Overflow
J1436, CWE190_Integer_Overflow__int_getParameter_Servlet_postinc_01_bad, CWE-190, True, Integer Overflow
J1437, CWE190_Integer_Overflow__int_getParameter_Servlet_postinc_01_good, CWE-190, False, Integer Overflow
J1438, CWE190_Integer_Overflow__int_getQueryString_Servlet_postinc_01_bad, CWE-190, True, Integer Overflow
J1439, CWE190_Integer_Overflow__int_getQueryString_Servlet_postinc_01_good, CWE-190, False, Integer Overflow
J1440, CWE190_Integer_Overflow__int_listen_tcp_postinc_01_bad, CWE-190, True, Integer Overflow
J1441, CWE190_Integer_Overflow__int_listen_tcp_postinc_01_good, CWE-190, False, Integer Overflow
J1442, CWE190_Integer_Overflow__int_max_postinc_01_bad, CWE-190, True, Integer Overflow
J1443, CWE190_Integer_Overflow__int_max_postinc_01_good, CWE-190, False, Integer Overflow
J1444, CWE190_Integer_Overflow__int_PropertiesFile_postinc_01_bad, CWE-190, True, Integer Overflow
J1445, CWE190_Integer_Overflow__int_PropertiesFile_postinc_01_good, CWE-190, False, Integer Overflow
J1446, CWE190_Integer_Overflow__int_Property_postinc_01_bad, CWE-190, True, Integer Overflow
J1447, CWE190_Integer_Overflow__int_Property_postinc_01_good, CWE-190, False, Integer Overflow
J1448, CWE190_Integer_Overflow__int_random_postinc_01_bad, CWE-190, True, Integer Overflow
J1449, CWE190_Integer_Overflow__int_random_postinc_01_good, CWE-190, False, Integer Overflow
J1450, CWE190_Integer_Overflow__int_URLConnection_postinc_01_bad, CWE-190, True, Integer Overflow
J1451, CWE190_Integer_Overflow__int_URLConnection_postinc_01_good, CWE-190, False, Integer Overflow
J1452, CWE190_Integer_Overflow__long_console_readLine_postinc_01_bad, CWE-190, True, Integer Overflow
J1453, CWE190_Integer_Overflow__long_console_readLine_postinc_01_good, CWE-190, False, Integer Overflow
J1454, CWE190_Integer_Overflow__long_max_postinc_01_bad, CWE-190, True, Integer Overflow
J1455, CWE190_Integer_Overflow__long_max_postinc_01_good, CWE-190, False, Integer Overflow
J1456, CWE190_Integer_Overflow__long_rand_postinc_01_bad, CWE-190, True, Integer Overflow
J1457, CWE190_Integer_Overflow__long_rand_postinc_01_good, CWE-190, False, Integer Overflow
J1458, CWE190_Integer_Overflow__short_console_readLine_postinc_01_bad, CWE-190, True, Integer Overflow
J1459, CWE190_Integer_Overflow__short_console_readLine_postinc_01_good, CWE-190, False, Integer Overflow
J1460, CWE190_Integer_Overflow__short_max_postinc_01_bad, CWE-190, True, Integer Overflow
J1461, CWE190_Integer_Overflow__short_max_postinc_01_good, CWE-190, False, Integer Overflow
J1462, CWE190_Integer_Overflow__short_rand_postinc_01_bad, CWE-190, True, Integer Overflow
J1463, CWE190_Integer_Overflow__short_rand_postinc_01_good, CWE-190, False, Integer Overflow
J1464, CWE190_Integer_Overflow__byte_console_readLine_preinc_01_bad, CWE-190, True, Integer Overflow
J1465, CWE190_Integer_Overflow__byte_console_readLine_preinc_01_good, CWE-190, False, Integer Overflow
J1466, CWE190_Integer_Overflow__byte_max_preinc_01_bad, CWE-190, True, Integer Overflow
J1467, CWE190_Integer_Overflow__byte_max_preinc_01_good, CWE-190, False, Integer Overflow
J1468, CWE190_Integer_Overflow__byte_rand_preinc_01_bad, CWE-190, True, Integer Overflow
J1469, CWE190_Integer_Overflow__byte_rand_preinc_01_good, CWE-190, False, Integer Overflow
J1470, CWE190_Integer_Overflow__int_connect_tcp_preinc_01_bad, CWE-190, True, Integer Overflow
J1471, CWE190_Integer_Overflow__int_connect_tcp_preinc_01_good, CWE-190, False, Integer Overflow
J1472, CWE190_Integer_Overflow__int_console_readLine_preinc_01_bad, CWE-190, True, Integer Overflow
J1473, CWE190_Integer_Overflow__int_console_readLine_preinc_01_good, CWE-190, False, Integer Overflow
J1474, CWE190_Integer_Overflow__int_database_preinc_01_bad, CWE-190, True, Integer Overflow
J1475, CWE190_Integer_Overflow__int_database_preinc_01_good, CWE-190, False, Integer Overflow
J1476, CWE190_Integer_Overflow__int_Environment_preinc_01_bad, CWE-190, True, Integer Overflow
J1477, CWE190_Integer_Overflow__int_Environment_preinc_01_good, CWE-190, False, Integer Overflow
J1478, CWE190_Integer_Overflow__int_File_preinc_01_bad, CWE-190, True, Integer Overflow
J1479, CWE190_Integer_Overflow__int_File_preinc_01_good, CWE-190, False, Integer Overflow
J1480, CWE190_Integer_Overflow__int_getCookies_Servlet_preinc_01_bad, CWE-190, True, Integer Overflow
J1481, CWE190_Integer_Overflow__int_getCookies_Servlet_preinc_01_good, CWE-190, False, Integer Overflow
J1482, CWE190_Integer_Overflow__int_getParameter_Servlet_preinc_01_bad, CWE-190, True, Integer Overflow
J1483, CWE190_Integer_Overflow__int_getParameter_Servlet_preinc_01_good, CWE-190, False, Integer Overflow
J1484, CWE190_Integer_Overflow__int_getQueryString_Servlet_preinc_01_bad, CWE-190, True, Integer Overflow
J1485, CWE190_Integer_Overflow__int_getQueryString_Servlet_preinc_01_good, CWE-190, False, Integer Overflow
J1486, CWE190_Integer_Overflow__int_listen_tcp_preinc_01_bad, CWE-190, True, Integer Overflow
J1487, CWE190_Integer_Overflow__int_listen_tcp_preinc_01_good, CWE-190, False, Integer Overflow
J1488, CWE190_Integer_Overflow__int_max_preinc_01_bad, CWE-190, True, Integer Overflow
J1489, CWE190_Integer_Overflow__int_max_preinc_01_good, CWE-190, False, Integer Overflow
J1490, CWE190_Integer_Overflow__int_PropertiesFile_preinc_01_bad, CWE-190, True, Integer Overflow
J1491, CWE190_Integer_Overflow__int_PropertiesFile_preinc_01_good, CWE-190, False, Integer Overflow
J1492, CWE190_Integer_Overflow__int_Property_preinc_01_bad, CWE-190, True, Integer Overflow
J1493, CWE190_Integer_Overflow__int_Property_preinc_01_good, CWE-190, False, Integer Overflow
J1494, CWE190_Integer_Overflow__int_random_preinc_01_bad, CWE-190, True, Integer Overflow
J1495, CWE190_Integer_Overflow__int_random_preinc_01_good, CWE-190, False, Integer Overflow
J1496, CWE190_Integer_Overflow__int_URLConnection_preinc_01_bad, CWE-190, True, Integer Overflow
J1497, CWE190_Integer_Overflow__int_URLConnection_preinc_01_good, CWE-190, False, Integer Overflow
J1498, CWE190_Integer_Overflow__long_console_readLine_preinc_01_bad, CWE-190, True, Integer Overflow
J1499, CWE190_Integer_Overflow__long_console_readLine_preinc_01_good, CWE-190, False, Integer Overflow
J1500, CWE190_Integer_Overflow__long_max_preinc_01_bad, CWE-190, True, Integer Overflow
J1501, CWE190_Integer_Overflow__long_max_preinc_01_good, CWE-190, False, Integer Overflow
J1502, CWE190_Integer_Overflow__long_rand_preinc_01_bad, CWE-190, True, Integer Overflow
J1503, CWE190_Integer_Overflow__long_rand_preinc_01_good, CWE-190, False, Integer Overflow
J1504, CWE190_Integer_Overflow__short_console_readLine_preinc_01_bad, CWE-190, True, Integer Overflow
J1505, CWE190_Integer_Overflow__short_console_readLine_preinc_01_good, CWE-190, False, Integer Overflow
J1506, CWE190_Integer_Overflow__short_max_preinc_01_bad, CWE-190, True, Integer Overflow
J1507, CWE190_Integer_Overflow__short_max_preinc_01_good, CWE-190, False, Integer Overflow
J1508, CWE190_Integer_Overflow__short_rand_preinc_01_bad, CWE-190, True, Integer Overflow
J1509, CWE190_Integer_Overflow__short_rand_preinc_01_good, CWE-190, False, Integer Overflow
J1510, CWE191_Integer_Underflow__byte_console_readLine_multiply_01_bad, CWE-191, True, Integer Underflow
J1511, CWE191_Integer_Underflow__byte_console_readLine_multiply_01_good, CWE-191, False, Integer Underflow
J1512, CWE191_Integer_Underflow__byte_console_readLine_sub_01_bad, CWE-191, True, Integer Underflow
J1513, CWE191_Integer_Underflow__byte_console_readLine_sub_01_good, CWE-191, False, Integer Underflow
J1514, CWE191_Integer_Underflow__byte_min_multiply_01_bad, CWE-191, True, Integer Underflow
J1515, CWE191_Integer_Underflow__byte_min_multiply_01_good, CWE-191, False, Integer Underflow
J1516, CWE191_Integer_Underflow__byte_min_sub_01_bad, CWE-191, True, Integer Underflow
J1517, CWE191_Integer_Underflow__byte_min_sub_01_good, CWE-191, False, Integer Underflow
J1518, CWE191_Integer_Underflow__byte_rand_multiply_01_bad, CWE-191, True, Integer Underflow
J1519, CWE191_Integer_Underflow__byte_rand_multiply_01_good, CWE-191, False, Integer Underflow
J1520, CWE191_Integer_Underflow__byte_rand_sub_01_bad, CWE-191, True, Integer Underflow
J1521, CWE191_Integer_Underflow__byte_rand_sub_01_good, CWE-191, False, Integer Underflow
J1522, CWE191_Integer_Underflow__int_connect_tcp_multiply_01_bad, CWE-191, True, Integer Underflow
J1523, CWE191_Integer_Underflow__int_connect_tcp_multiply_01_good, CWE-191, False, Integer Underflow
J1524, CWE191_Integer_Underflow__int_connect_tcp_sub_01_bad, CWE-191, True, Integer Underflow
J1525, CWE191_Integer_Underflow__int_connect_tcp_sub_01_good, CWE-191, False, Integer Underflow
J1526, CWE191_Integer_Underflow__int_console_readLine_multiply_01_bad, CWE-191, True, Integer Underflow
J1527, CWE191_Integer_Underflow__int_console_readLine_multiply_01_good, CWE-191, False, Integer Underflow
J1528, CWE191_Integer_Underflow__int_console_readLine_sub_01_bad, CWE-191, True, Integer Underflow
J1529, CWE191_Integer_Underflow__int_console_readLine_sub_01_good, CWE-191, False, Integer Underflow
J1530, CWE191_Integer_Underflow__int_database_multiply_01_bad, CWE-191, True, Integer Underflow
J1531, CWE191_Integer_Underflow__int_database_multiply_01_good, CWE-191, False, Integer Underflow
J1532, CWE191_Integer_Underflow__int_database_sub_01_bad, CWE-191, True, Integer Underflow
J1533, CWE191_Integer_Underflow__int_database_sub_01_good, CWE-191, False, Integer Underflow
J1534, CWE191_Integer_Underflow__int_Environment_multiply_01_bad, CWE-191, True, Integer Underflow
J1535, CWE191_Integer_Underflow__int_Environment_multiply_01_good, CWE-191, False, Integer Underflow
J1536, CWE191_Integer_Underflow__int_Environment_sub_01_bad, CWE-191, True, Integer Underflow
J1537, CWE191_Integer_Underflow__int_Environment_sub_01_good, CWE-191, False, Integer Underflow
J1538, CWE191_Integer_Underflow__int_File_multiply_01_bad, CWE-191, True, Integer Underflow
J1539, CWE191_Integer_Underflow__int_File_multiply_01_good, CWE-191, False, Integer Underflow
J1540, CWE191_Integer_Underflow__int_File_sub_01_bad, CWE-191, True, Integer Underflow
J1541, CWE191_Integer_Underflow__int_File_sub_01_good, CWE-191, False, Integer Underflow
J1542, CWE191_Integer_Underflow__int_getCookies_Servlet_multiply_01_bad, CWE-191, True, Integer Underflow
J1543, CWE191_Integer_Underflow__int_getCookies_Servlet_multiply_01_good, CWE-191, False, Integer Underflow
J1544, CWE191_Integer_Underflow__int_getCookies_Servlet_sub_01_bad, CWE-191, True, Integer Underflow
J1545, CWE191_Integer_Underflow__int_getCookies_Servlet_sub_01_good, CWE-191, False, Integer Underflow
J1546, CWE191_Integer_Underflow__int_getParameter_Servlet_multiply_01_bad, CWE-191, True, Integer Underflow
J1547, CWE191_Integer_Underflow__int_getParameter_Servlet_multiply_01_good, CWE-191, False, Integer Underflow
J1548, CWE191_Integer_Underflow__int_getParameter_Servlet_sub_01_bad, CWE-191, True, Integer Underflow
J1549, CWE191_Integer_Underflow__int_getParameter_Servlet_sub_01_good, CWE-191, False, Integer Underflow
J1550, CWE191_Integer_Underflow__int_getQueryString_Servlet_multiply_01_bad, CWE-191, True, Integer Underflow
J1551, CWE191_Integer_Underflow__int_getQueryString_Servlet_multiply_01_good, CWE-191, False, Integer Underflow
J1552, CWE191_Integer_Underflow__int_getQueryString_Servlet_sub_01_bad, CWE-191, True, Integer Underflow
J1553, CWE191_Integer_Underflow__int_getQueryString_Servlet_sub_01_good, CWE-191, False, Integer Underflow
J1554, CWE191_Integer_Underflow__int_listen_tcp_multiply_01_bad, CWE-191, True, Integer Underflow
J1555, CWE191_Integer_Underflow__int_listen_tcp_multiply_01_good, CWE-191, False, Integer Underflow
J1556, CWE191_Integer_Underflow__int_listen_tcp_sub_01_bad, CWE-191, True, Integer Underflow
J1557, CWE191_Integer_Underflow__int_listen_tcp_sub_01_good, CWE-191, False, Integer Underflow
J1558, CWE191_Integer_Underflow__int_min_multiply_01_bad, CWE-191, True, Integer Underflow
J1559, CWE191_Integer_Underflow__int_min_multiply_01_good, CWE-191, False, Integer Underflow
J1560, CWE191_Integer_Underflow__int_min_sub_01_bad, CWE-191, True, Integer Underflow
J1561, CWE191_Integer_Underflow__int_min_sub_01_good, CWE-191, False, Integer Underflow
J1562, CWE191_Integer_Underflow__int_PropertiesFile_multiply_01_bad, CWE-191, True, Integer Underflow
J1563, CWE191_Integer_Underflow__int_PropertiesFile_multiply_01_good, CWE-191, False, Integer Underflow
J1564, CWE191_Integer_Underflow__int_PropertiesFile_sub_01_bad, CWE-191, True, Integer Underflow
J1565, CWE191_Integer_Underflow__int_PropertiesFile_sub_01_good, CWE-191, False, Integer Underflow
J1566, CWE191_Integer_Underflow__int_Property_multiply_01_bad, CWE-191, True, Integer Underflow
J1567, CWE191_Integer_Underflow__int_Property_multiply_01_good, CWE-191, False, Integer Underflow
J1568, CWE191_Integer_Underflow__int_Property_sub_01_bad, CWE-191, True, Integer Underflow
J1569, CWE191_Integer_Underflow__int_Property_sub_01_good, CWE-191, False, Integer Underflow
J1570, CWE191_Integer_Underflow__int_random_multiply_01_bad, CWE-191, True, Integer Underflow
J1571, CWE191_Integer_Underflow__int_random_multiply_01_good, CWE-191, False, Integer Underflow
J1572, CWE191_Integer_Underflow__int_random_sub_01_bad, CWE-191, True, Integer Underflow
J1573, CWE191_Integer_Underflow__int_random_sub_01_good, CWE-191, False, Integer Underflow
J1574, CWE191_Integer_Underflow__int_URLConnection_multiply_01_bad, CWE-191, True, Integer Underflow
J1575, CWE191_Integer_Underflow__int_URLConnection_multiply_01_good, CWE-191, False, Integer Underflow
J1576, CWE191_Integer_Underflow__int_URLConnection_sub_01_bad, CWE-191, True, Integer Underflow
J1577, CWE191_Integer_Underflow__int_URLConnection_sub_01_good, CWE-191, False, Integer Underflow
J1578, CWE191_Integer_Underflow__long_console_readLine_multiply_01_bad, CWE-191, True, Integer Underflow
J1579, CWE191_Integer_Underflow__long_console_readLine_multiply_01_good, CWE-191, False, Integer Underflow
J1580, CWE191_Integer_Underflow__long_console_readLine_sub_01_bad, CWE-191, True, Integer Underflow
J1581, CWE191_Integer_Underflow__long_console_readLine_sub_01_good, CWE-191, False, Integer Underflow
J1582, CWE191_Integer_Underflow__long_min_multiply_01_bad, CWE-191, True, Integer Underflow
J1583, CWE191_Integer_Underflow__long_min_multiply_01_good, CWE-191, False, Integer Underflow
J1584, CWE191_Integer_Underflow__long_min_sub_01_bad, CWE-191, True, Integer Underflow
J1585, CWE191_Integer_Underflow__long_min_sub_01_good, CWE-191, False, Integer Underflow
J1586, CWE191_Integer_Underflow__long_rand_multiply_01_bad, CWE-191, True, Integer Underflow
J1587, CWE191_Integer_Underflow__long_rand_multiply_01_good, CWE-191, False, Integer Underflow
J1588, CWE191_Integer_Underflow__long_rand_sub_01_bad, CWE-191, True, Integer Underflow
J1589, CWE191_Integer_Underflow__long_rand_sub_01_good, CWE-191, False, Integer Underflow
J1590, CWE191_Integer_Underflow__short_console_readLine_multiply_01_bad, CWE-191, True, Integer Underflow
J1591, CWE191_Integer_Underflow__short_console_readLine_multiply_01_good, CWE-191, False, Integer Underflow
J1592, CWE191_Integer_Underflow__short_console_readLine_sub_01_bad, CWE-191, True, Integer Underflow
J1593, CWE191_Integer_Underflow__short_console_readLine_sub_01_good, CWE-191, False, Integer Underflow
J1594, CWE191_Integer_Underflow__short_min_multiply_01_bad, CWE-191, True, Integer Underflow
J1595, CWE191_Integer_Underflow__short_min_multiply_01_good, CWE-191, False, Integer Underflow
J1596, CWE191_Integer_Underflow__short_min_sub_01_bad, CWE-191, True, Integer Underflow
J1597, CWE191_Integer_Underflow__short_min_sub_01_good, CWE-191, False, Integer Underflow
J1598, CWE191_Integer_Underflow__short_rand_multiply_01_bad, CWE-191, True, Integer Underflow
J1599, CWE191_Integer_Underflow__short_rand_multiply_01_good, CWE-191, False, Integer Underflow
J1600, CWE191_Integer_Underflow__short_rand_sub_01_bad, CWE-191, True, Integer Underflow
J1601, CWE191_Integer_Underflow__short_rand_sub_01_good, CWE-191, False, Integer Underflow
J1602, CWE191_Integer_Underflow__byte_console_readLine_postdec_01_bad, CWE-191, True, Integer Underflow
J1603, CWE191_Integer_Underflow__byte_console_readLine_postdec_01_good, CWE-191, False, Integer Underflow
J1604, CWE191_Integer_Underflow__byte_min_postdec_01_bad, CWE-191, True, Integer Underflow
J1605, CWE191_Integer_Underflow__byte_min_postdec_01_good, CWE-191, False, Integer Underflow
J1606, CWE191_Integer_Underflow__byte_rand_postdec_01_bad, CWE-191, True, Integer Underflow
J1607, CWE191_Integer_Underflow__byte_rand_postdec_01_good, CWE-191, False, Integer Underflow
J1608, CWE191_Integer_Underflow__int_connect_tcp_postdec_01_bad, CWE-191, True, Integer Underflow
J1609, CWE191_Integer_Underflow__int_connect_tcp_postdec_01_good, CWE-191, False, Integer Underflow
J1610, CWE191_Integer_Underflow__int_console_readLine_postdec_01_bad, CWE-191, True, Integer Underflow
J1611, CWE191_Integer_Underflow__int_console_readLine_postdec_01_good, CWE-191, False, Integer Underflow
J1612, CWE191_Integer_Underflow__int_database_postdec_01_bad, CWE-191, True, Integer Underflow
J1613, CWE191_Integer_Underflow__int_database_postdec_01_good, CWE-191, False, Integer Underflow
J1614, CWE191_Integer_Underflow__int_Environment_postdec_01_bad, CWE-191, True, Integer Underflow
J1615, CWE191_Integer_Underflow__int_Environment_postdec_01_good, CWE-191, False, Integer Underflow
J1616, CWE191_Integer_Underflow__int_File_postdec_01_bad, CWE-191, True, Integer Underflow
J1617, CWE191_Integer_Underflow__int_File_postdec_01_good, CWE-191, False, Integer Underflow
J1618, CWE191_Integer_Underflow__int_getCookies_Servlet_postdec_01_bad, CWE-191, True, Integer Underflow
J1619, CWE191_Integer_Underflow__int_getCookies_Servlet_postdec_01_good, CWE-191, False, Integer Underflow
J1620, CWE191_Integer_Underflow__int_getParameter_Servlet_postdec_01_bad, CWE-191, True, Integer Underflow
J1621, CWE191_Integer_Underflow__int_getParameter_Servlet_postdec_01_good, CWE-191, False, Integer Underflow
J1622, CWE191_Integer_Underflow__int_getQueryString_Servlet_postdec_01_bad, CWE-191, True, Integer Underflow
J1623, CWE191_Integer_Underflow__int_getQueryString_Servlet_postdec_01_good, CWE-191, False, Integer Underflow
J1624, CWE191_Integer_Underflow__int_listen_tcp_postdec_01_bad, CWE-191, True, Integer Underflow
J1625, CWE191_Integer_Underflow__int_listen_tcp_postdec_01_good, CWE-191, False, Integer Underflow
J1626, CWE191_Integer_Underflow__int_min_postdec_01_bad, CWE-191, True, Integer Underflow
J1627, CWE191_Integer_Underflow__int_min_postdec_01_good, CWE-191, False, Integer Underflow
J1628, CWE191_Integer_Underflow__int_PropertiesFile_postdec_01_bad, CWE-191, True, Integer Underflow
J1629, CWE191_Integer_Underflow__int_PropertiesFile_postdec_01_good, CWE-191, False, Integer Underflow
J1630, CWE191_Integer_Underflow__int_Property_postdec_01_bad, CWE-191, True, Integer Underflow
J1631, CWE191_Integer_Underflow__int_Property_postdec_01_good, CWE-191, False, Integer Underflow
J1632, CWE191_Integer_Underflow__int_random_postdec_01_bad, CWE-191, True, Integer Underflow
J1633, CWE191_Integer_Underflow__int_random_postdec_01_good, CWE-191, False, Integer Underflow
J1634, CWE191_Integer_Underflow__int_URLConnection_postdec_01_bad, CWE-191, True, Integer Underflow
J1635, CWE191_Integer_Underflow__int_URLConnection_postdec_01_good, CWE-191, False, Integer Underflow
J1636, CWE191_Integer_Underflow__long_console_readLine_postdec_01_bad, CWE-191, True, Integer Underflow
J1637, CWE191_Integer_Underflow__long_console_readLine_postdec_01_good, CWE-191, False, Integer Underflow
J1638, CWE191_Integer_Underflow__long_min_postdec_01_bad, CWE-191, True, Integer Underflow
J1639, CWE191_Integer_Underflow__long_min_postdec_01_good, CWE-191, False, Integer Underflow
J1640, CWE191_Integer_Underflow__long_rand_postdec_01_bad, CWE-191, True, Integer Underflow
J1641, CWE191_Integer_Underflow__long_rand_postdec_01_good, CWE-191, False, Integer Underflow
J1642, CWE191_Integer_Underflow__short_console_readLine_postdec_01_bad, CWE-191, True, Integer Underflow
J1643, CWE191_Integer_Underflow__short_console_readLine_postdec_01_good, CWE-191, False, Integer Underflow
J1644, CWE191_Integer_Underflow__short_min_postdec_01_bad, CWE-191, True, Integer Underflow
J1645, CWE191_Integer_Underflow__short_min_postdec_01_good, CWE-191, False, Integer Underflow
J1646, CWE191_Integer_Underflow__short_rand_postdec_01_bad, CWE-191, True, Integer Underflow
J1647, CWE191_Integer_Underflow__short_rand_postdec_01_good, CWE-191, False, Integer Underflow
J1648, CWE191_Integer_Underflow__byte_console_readLine_predec_01_bad, CWE-191, True, Integer Underflow
J1649, CWE191_Integer_Underflow__byte_console_readLine_predec_01_good, CWE-191, False, Integer Underflow
J1650, CWE191_Integer_Underflow__byte_min_predec_01_bad, CWE-191, True, Integer Underflow
J1651, CWE191_Integer_Underflow__byte_min_predec_01_good, CWE-191, False, Integer Underflow
