CWE,Language,Query id,Query name
CWE-345,Java/Kotlin,java/spring-disabled-csrf-protection,Disabled Spring CSRF protection
CWE-345,Java/Kotlin,java/unvalidated-cors-origin-set,CORS is derived from untrusted input
CWE-345,Java/Kotlin,java/ip-address-spoofing,IP address spoofing
CWE-345,Java/Kotlin,java/jsonp-injection,JSONP Injection
CWE-346,Java/Kotlin,java/unvalidated-cors-origin-set,CORS is derived from untrusted input
CWE-347,Java/Kotlin,java/missing-jwt-signature-check,Missing JWT signature check
CWE-348,Java/Kotlin,java/ip-address-spoofing,IP address spoofing
CWE-352,Java/Kotlin,java/spring-disabled-csrf-protection,Disabled Spring CSRF protection
CWE-352,Java/Kotlin,java/jsonp-injection,JSONP Injection
CWE-362,Java/Kotlin,java/toctou-race-condition,Time-of-check time-of-use race condition
CWE-362,Java/Kotlin,java/socket-auth-race-condition,Race condition in socket authentication
CWE-367,Java/Kotlin,java/toctou-race-condition,Time-of-check time-of-use race condition
CWE-382,Java/Kotlin,java/ejb/container-interference,EJB interferes with container operation
CWE-382,Java/Kotlin,java/jvm-exit,Forcible JVM termination
CWE-383,Java/Kotlin,java/ejb/threads,EJB uses threads
CWE-391,Java/Kotlin,java/discarded-exception,Discarded exception
CWE-391,Java/Kotlin,java/ignored-error-status-of-call,Ignored error status of call
CWE-396,Java/Kotlin,java/overly-general-catch,Overly-general catch clause
CWE-398,Java/Kotlin,java/deprecated-call,Deprecated method or constructor invocation
CWE-398,Java/Kotlin,java/dead-class,Dead class
CWE-398,Java/Kotlin,java/dead-enum-constant,Dead enum constant
CWE-398,Java/Kotlin,java/dead-field,Dead field
CWE-398,Java/Kotlin,java/dead-function,Dead method
CWE-398,Java/Kotlin,java/lines-of-dead-code,Lines of dead code in files
CWE-398,Java/Kotlin,java/unused-parameter,Useless parameter
CWE-398,Java/Kotlin,java/useless-null-check,Useless null check
CWE-398,Java/Kotlin,java/useless-type-test,Useless type test
CWE-398,Java/Kotlin,java/useless-upcast,Useless upcast
CWE-398,Java/Kotlin,java/empty-container,Container contents are never initialized
CWE-398,Java/Kotlin,java/unused-container,Container contents are never accessed
CWE-398,Java/Kotlin,java/constant-comparison,Useless comparison test
CWE-398,Java/Kotlin,java/dereferenced-value-is-always-null,Dereferenced variable is always null
CWE-398,Java/Kotlin,java/dereferenced-expr-may-be-null,Dereferenced expression may be null
CWE-398,Java/Kotlin,java/dereferenced-value-may-be-null,Dereferenced variable may be null
CWE-398,Java/Kotlin,java/empty-synchronized-block,Empty synchronized block
CWE-398,Java/Kotlin,java/unreachable-catch-clause,Unreachable catch clause
CWE-398,Java/Kotlin,java/potentially-dangerous-function,Use of a potentially dangerous function
CWE-398,Java/Kotlin,java/todo-comment,TODO/FIXME comments
CWE-398,Java/Kotlin,java/unused-reference-type,Unused classes and interfaces
CWE-398,Java/Kotlin,java/overwritten-assignment-to-local,Assigned value is overwritten
CWE-398,Java/Kotlin,java/useless-assignment-to-local,Useless assignment to local variable
CWE-398,Java/Kotlin,java/unused-initialized-local,Local variable is initialized but not used
CWE-398,Java/Kotlin,java/local-variable-is-never-read,Unread local variable
CWE-398,Java/Kotlin,java/unused-field,Unused field
CWE-398,Java/Kotlin,java/unused-label,Unused label
CWE-398,Java/Kotlin,java/unused-local-variable,Unused local variable
CWE-398,Java/Kotlin,java/switch-fall-through,Unterminated switch case
CWE-398,Java/Kotlin,java/redundant-cast,Unnecessary cast
CWE-398,Java/Kotlin,java/unused-import,Unnecessary import
CWE-400,Java/Kotlin,java/input-resource-leak,Potential input resource leak
CWE-400,Java/Kotlin,java/database-resource-leak,Potential database resource leak
CWE-400,Java/Kotlin,java/output-resource-leak,Potential output resource leak
CWE-400,Java/Kotlin,java/polynomial-redos,Polynomial regular expression used on uncontrolled data
CWE-400,Java/Kotlin,java/redos,Inefficient regular expression
CWE-400,Java/Kotlin,java/regex-injection,Regular expression injection
CWE-400,Java/Kotlin,java/log4j-injection,Potential Log4J LDAP JNDI injection (CVE-2021-44228)
CWE-400,Java/Kotlin,java/local-thread-resource-abuse,Uncontrolled thread resource consumption from local input source
CWE-400,Java/Kotlin,java/thread-resource-abuse,Uncontrolled thread resource consumption
CWE-404,Java/Kotlin,java/missing-super-finalize,Finalizer inconsistency
CWE-404,Java/Kotlin,java/input-resource-leak,Potential input resource leak
CWE-404,Java/Kotlin,java/database-resource-leak,Potential database resource leak
CWE-404,Java/Kotlin,java/output-resource-leak,Potential output resource leak
CWE-404,Java/Kotlin,java/empty-finalizer,Empty body of finalizer
CWE-404,Java/Kotlin,java/disabled-certificate-revocation-checking,Disabled certificate revocation checking
CWE-405,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-405,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-409,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-409,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-413,Java/Kotlin,java/unsynchronized-getter,Inconsistent synchronization of getter and setter
CWE-420,Java/Kotlin,java/socket-auth-race-condition,Race condition in socket authentication
CWE-421,Java/Kotlin,java/socket-auth-race-condition,Race condition in socket authentication
CWE-441,Java/Kotlin,java/android/unsafe-content-uri-resolution,Uncontrolled data used in content resolution
CWE-441,Java/Kotlin,java/ssrf,Server-side request forgery
CWE-457,Java/Kotlin,java/unassigned-field,Field is never assigned a non-null value
CWE-459,Java/Kotlin,java/missing-super-finalize,Finalizer inconsistency
CWE-459,Java/Kotlin,java/empty-finalizer,Empty body of finalizer
CWE-470,Java/Kotlin,java/android/fragment-injection,Android fragment injection
CWE-470,Java/Kotlin,java/android/fragment-injection-preference-activity,Android fragment injection in PreferenceActivity
CWE-470,Java/Kotlin,java/unsafe-reflection,Use of externally-controlled input to select classes or code ('unsafe reflection')
CWE-476,Java/Kotlin,java/dereferenced-value-is-always-null,Dereferenced variable is always null
CWE-476,Java/Kotlin,java/dereferenced-expr-may-be-null,Dereferenced expression may be null
CWE-476,Java/Kotlin,java/dereferenced-value-may-be-null,Dereferenced variable may be null
CWE-477,Java/Kotlin,java/deprecated-call,Deprecated method or constructor invocation
CWE-478,Java/Kotlin,java/missing-default-in-switch,Missing default case in switch
CWE-478,Java/Kotlin,java/missing-case-in-switch,Missing enum case in switch
CWE-480,Java/Kotlin,java/assignment-in-boolean-expression,Assignment in Boolean expression
CWE-480,Java/Kotlin,java/reference-equality-on-strings,Reference equality test on strings
CWE-481,Java/Kotlin,java/assignment-in-boolean-expression,Assignment in Boolean expression
CWE-484,Java/Kotlin,java/switch-fall-through,Unterminated switch case
CWE-485,Java/Kotlin,java/missing-call-to-super-clone,Missing super clone
CWE-485,Java/Kotlin,java/cleartext-storage-in-class,Cleartext storage of sensitive information using storable class
CWE-485,Java/Kotlin,java/android/debuggable-attribute-enabled,Android debuggable attribute enabled
CWE-485,Java/Kotlin,java/android/webview-debugging-enabled,Android Webview debugging enabled
CWE-485,Java/Kotlin,java/trust-boundary-violation,Trust boundary violation
CWE-485,Java/Kotlin,java/android/unsafe-android-webview-fetch,Unsafe resource fetching in Android WebView
CWE-485,Java/Kotlin,java/abstract-to-concrete-cast,Cast from abstract to concrete collection
CWE-485,Java/Kotlin,java/internal-representation-exposure,Exposing internal representation
CWE-485,Java/Kotlin,java/main-method-in-enterprise-bean,Main Method in Enterprise Java Bean
CWE-485,Java/Kotlin,java/main-method-in-web-components,Main Method in Java EE Web Components
CWE-485,Java/Kotlin,java/struts-development-mode,Apache Struts development mode enabled
CWE-489,Java/Kotlin,java/android/debuggable-attribute-enabled,Android debuggable attribute enabled
CWE-489,Java/Kotlin,java/android/webview-debugging-enabled,Android Webview debugging enabled
CWE-489,Java/Kotlin,java/main-method-in-enterprise-bean,Main Method in Enterprise Java Bean
CWE-489,Java/Kotlin,java/main-method-in-web-components,Main Method in Java EE Web Components
CWE-489,Java/Kotlin,java/struts-development-mode,Apache Struts development mode enabled
CWE-494,Java/Kotlin,java/maven/non-https-url,Failure to use HTTPS or SFTP URL in Maven artifact upload/download
CWE-497,Java/Kotlin,java/stack-trace-exposure,Information exposure through a stack trace
CWE-499,Java/Kotlin,java/cleartext-storage-in-class,Cleartext storage of sensitive information using storable class
CWE-501,Java/Kotlin,java/trust-boundary-violation,Trust boundary violation
CWE-502,Java/Kotlin,java/unsafe-deserialization,Deserialization of user-controlled data
CWE-502,Java/Kotlin,java/log4j-injection,Potential Log4J LDAP JNDI injection (CVE-2021-44228)
CWE-502,Java/Kotlin,java/unsafe-deserialization-rmi,Unsafe deserialization in a remotely callable method.
CWE-502,Java/Kotlin,java/unsafe-deserialization-spring-exporter-in-configuration-class,Unsafe deserialization with Spring's remote service exporters.
CWE-502,Java/Kotlin,java/unsafe-deserialization-spring-exporter-in-xml-configuration,Unsafe deserialization with Spring's remote service exporters.
CWE-522,Java/Kotlin,java/insecure-basic-auth,Insecure basic authentication
CWE-522,Java/Kotlin,java/insecure-ldap-auth,Insecure LDAP authentication
CWE-522,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-522,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-524,Java/Kotlin,java/android/sensitive-keyboard-cache,Android sensitive keyboard cache
CWE-532,Java/Kotlin,java/sensitive-log,Insertion of sensitive information into log files
CWE-538,Java/Kotlin,java/sensitive-log,Insertion of sensitive information into log files
CWE-538,Java/Kotlin,java/server-directory-listing,Directories and files exposure
CWE-543,Java/Kotlin,java/lazy-initialization,Incorrect lazy initialization of a static field
CWE-546,Java/Kotlin,java/todo-comment,TODO/FIXME comments
CWE-548,Java/Kotlin,java/server-directory-listing,Directories and files exposure
CWE-552,Java/Kotlin,java/sensitive-log,Insertion of sensitive information into log files
CWE-552,Java/Kotlin,java/server-directory-listing,Directories and files exposure
CWE-552,Java/Kotlin,java/unsafe-url-forward-dispatch-load,"Unsafe URL forward, dispatch, or load from remote source"
CWE-555,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-555,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-561,Java/Kotlin,java/dead-class,Dead class
CWE-561,Java/Kotlin,java/dead-enum-constant,Dead enum constant
CWE-561,Java/Kotlin,java/dead-field,Dead field
CWE-561,Java/Kotlin,java/dead-function,Dead method
CWE-561,Java/Kotlin,java/lines-of-dead-code,Lines of dead code in files
CWE-561,Java/Kotlin,java/unused-parameter,Useless parameter
CWE-561,Java/Kotlin,java/useless-null-check,Useless null check
CWE-561,Java/Kotlin,java/useless-type-test,Useless type test
CWE-561,Java/Kotlin,java/useless-upcast,Useless upcast
CWE-561,Java/Kotlin,java/empty-container,Container contents are never initialized
CWE-561,Java/Kotlin,java/unused-container,Container contents are never accessed
CWE-561,Java/Kotlin,java/constant-comparison,Useless comparison test
CWE-561,Java/Kotlin,java/unreachable-catch-clause,Unreachable catch clause
CWE-561,Java/Kotlin,java/unused-reference-type,Unused classes and interfaces
CWE-561,Java/Kotlin,java/useless-assignment-to-local,Useless assignment to local variable
CWE-561,Java/Kotlin,java/local-variable-is-never-read,Unread local variable
CWE-561,Java/Kotlin,java/unused-field,Unused field
CWE-561,Java/Kotlin,java/unused-label,Unused label
CWE-561,Java/Kotlin,java/redundant-cast,Unnecessary cast
CWE-561,Java/Kotlin,java/unused-import,Unnecessary import
CWE-563,Java/Kotlin,java/overwritten-assignment-to-local,Assigned value is overwritten
CWE-563,Java/Kotlin,java/unused-initialized-local,Local variable is initialized but not used
CWE-563,Java/Kotlin,java/unused-local-variable,Unused local variable
CWE-564,Java/Kotlin,java/concatenated-sql-query,Query built by concatenation with a possibly-untrusted string
CWE-564,Java/Kotlin,java/sql-injection,Query built from user-controlled sources
CWE-564,Java/Kotlin,java/sql-injection-local,Query built from local-user-controlled sources
CWE-568,Java/Kotlin,java/missing-super-finalize,Finalizer inconsistency
CWE-568,Java/Kotlin,java/empty-finalizer,Empty body of finalizer
CWE-570,Java/Kotlin,java/constant-comparison,Useless comparison test
CWE-571,Java/Kotlin,java/constant-comparison,Useless comparison test
CWE-572,Java/Kotlin,java/call-to-thread-run,Direct call to a run() method
CWE-573,Java/Kotlin,java/ejb/container-interference,EJB interferes with container operation
CWE-573,Java/Kotlin,java/ejb/file-io,EJB uses file input/output
CWE-573,Java/Kotlin,java/ejb/graphics,EJB uses graphics
CWE-573,Java/Kotlin,java/ejb/native-code,EJB uses native code
CWE-573,Java/Kotlin,java/ejb/reflection,EJB uses reflection
CWE-573,Java/Kotlin,java/ejb/security-configuration-access,EJB accesses security configuration
CWE-573,Java/Kotlin,java/ejb/substitution-in-serialization,EJB uses substitution in serialization
CWE-573,Java/Kotlin,java/ejb/socket-or-stream-handler-factory,EJB sets socket factory or URL stream handler factory
CWE-573,Java/Kotlin,java/ejb/server-socket,EJB uses server socket
CWE-573,Java/Kotlin,java/ejb/non-final-static-field,EJB uses non-final static field
CWE-573,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-573,Java/Kotlin,java/ejb/this,EJB uses 'this' as argument or result
CWE-573,Java/Kotlin,java/ejb/threads,EJB uses threads
CWE-573,Java/Kotlin,java/missing-call-to-super-clone,Missing super clone
CWE-573,Java/Kotlin,java/inconsistent-equals-and-hashcode,Inconsistent equals and hashCode
CWE-573,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-573,Java/Kotlin,java/missing-super-finalize,Finalizer inconsistency
CWE-573,Java/Kotlin,java/missing-format-argument,Missing format argument
CWE-573,Java/Kotlin,java/unused-format-argument,Unused format argument
CWE-573,Java/Kotlin,java/static-initialization-vector,Using a static initialization vector for encryption
CWE-573,Java/Kotlin,java/empty-finalizer,Empty body of finalizer
CWE-574,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-575,Java/Kotlin,java/ejb/graphics,EJB uses graphics
CWE-576,Java/Kotlin,java/ejb/file-io,EJB uses file input/output
CWE-577,Java/Kotlin,java/ejb/socket-or-stream-handler-factory,EJB sets socket factory or URL stream handler factory
CWE-577,Java/Kotlin,java/ejb/server-socket,EJB uses server socket
CWE-578,Java/Kotlin,java/ejb/container-interference,EJB interferes with container operation
CWE-580,Java/Kotlin,java/missing-call-to-super-clone,Missing super clone
CWE-581,Java/Kotlin,java/inconsistent-equals-and-hashcode,Inconsistent equals and hashCode
CWE-582,Java/Kotlin,java/static-array,Array constant vulnerable to change
CWE-584,Java/Kotlin,java/abnormal-finally-completion,Finally block may not complete normally
CWE-585,Java/Kotlin,java/empty-synchronized-block,Empty synchronized block
CWE-592,Java/Kotlin,java/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-592,Java/Kotlin,java/tainted-permissions-check,User-controlled data used in permissions check
CWE-595,Java/Kotlin,java/reference-equality-with-object,Reference equality test on java.lang.Object
CWE-595,Java/Kotlin,java/reference-equality-of-boxed-types,Reference equality test of boxed types
CWE-595,Java/Kotlin,java/reference-equality-on-strings,Reference equality test on strings
CWE-597,Java/Kotlin,java/reference-equality-on-strings,Reference equality test on strings
CWE-598,Java/Kotlin,java/sensitive-query-with-get,Sensitive GET Query
CWE-600,Java/Kotlin,java/uncaught-servlet-exception,Uncaught Servlet Exception
CWE-601,Java/Kotlin,java/unvalidated-url-redirection,URL redirection from remote source
CWE-601,Java/Kotlin,java/unvalidated-url-redirection-local,URL redirection from local source
CWE-601,Java/Kotlin,java/spring-unvalidated-url-redirection,Spring url redirection from remote source
CWE-609,Java/Kotlin,java/unsafe-double-checked-locking,Double-checked locking is not thread-safe
CWE-609,Java/Kotlin,java/unsafe-double-checked-locking-init-order,Race condition in double-checked locking object initialization
CWE-609,Java/Kotlin,java/lazy-initialization,Incorrect lazy initialization of a static field
CWE-610,Java/Kotlin,java/path-injection,Uncontrolled data used in path expression
CWE-610,Java/Kotlin,java/path-injection-local,Local-user-controlled data in path expression
CWE-610,Java/Kotlin,java/android/unsafe-content-uri-resolution,Uncontrolled data used in content resolution
CWE-610,Java/Kotlin,java/android/fragment-injection,Android fragment injection
CWE-610,Java/Kotlin,java/android/fragment-injection-preference-activity,Android fragment injection in PreferenceActivity
CWE-610,Java/Kotlin,java/unvalidated-url-redirection,URL redirection from remote source
CWE-610,Java/Kotlin,java/unvalidated-url-redirection-local,URL redirection from local source
CWE-610,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-610,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-610,Java/Kotlin,java/ssrf,Server-side request forgery
CWE-610,Java/Kotlin,java/file-path-injection,File Path Injection
CWE-610,Java/Kotlin,java/unsafe-reflection,Use of externally-controlled input to select classes or code ('unsafe reflection')
CWE-610,Java/Kotlin,java/spring-unvalidated-url-redirection,Spring url redirection from remote source
CWE-611,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-611,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-614,Java/Kotlin,java/insecure-cookie,Failure to use secure cookies
CWE-625,Java/Kotlin,java/permissive-dot-regex,URL matched by permissive . in a regular expression
CWE-628,Java/Kotlin,java/missing-format-argument,Missing format argument
CWE-628,Java/Kotlin,java/unused-format-argument,Unused format argument
CWE-642,Java/Kotlin,java/path-injection,Uncontrolled data used in path expression
CWE-642,Java/Kotlin,java/path-injection-local,Local-user-controlled data in path expression
CWE-642,Java/Kotlin,java/file-path-injection,File Path Injection
CWE-643,Java/Kotlin,java/xml/xpath-injection,XPath injection
CWE-652,Java/Kotlin,java/xquery-injection,XQuery query built from user-controlled sources
CWE-657,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
CWE-657,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-657,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-657,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-662,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-662,Java/Kotlin,java/wait-on-condition-interface,Wait on condition
CWE-662,Java/Kotlin,java/call-to-thread-run,Direct call to a run() method
CWE-662,Java/Kotlin,java/unsafe-double-checked-locking,Double-checked locking is not thread-safe
CWE-662,Java/Kotlin,java/unsafe-double-checked-locking-init-order,Race condition in double-checked locking object initialization
CWE-662,Java/Kotlin,java/unsafe-sync-on-field,Futile synchronization on field
CWE-662,Java/Kotlin,java/inconsistent-field-synchronization,Inconsistent synchronization for field
CWE-662,Java/Kotlin,java/lazy-initialization,Incorrect lazy initialization of a static field
CWE-662,Java/Kotlin,java/non-sync-override,Non-synchronized override of synchronized method
CWE-662,Java/Kotlin,java/notify-instead-of-notify-all,notify instead of notifyAll
CWE-662,Java/Kotlin,java/sleep-with-lock-held,Sleep with lock held
CWE-662,Java/Kotlin,java/sync-on-boxed-types,Synchronization on boxed types or strings
CWE-662,Java/Kotlin,java/unsynchronized-getter,Inconsistent synchronization of getter and setter
CWE-662,Java/Kotlin,java/inconsistent-sync-writeobject,Inconsistent synchronization for writeObject()
CWE-662,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-662,Java/Kotlin,java/wait-with-two-locks,Wait with two locks held
CWE-662,Java/Kotlin,java/lock-order-inconsistency,Lock order inconsistency
CWE-664,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-664,Java/Kotlin,java/implicit-cast-in-compound-assignment,Implicit narrowing conversion in compound assignment
CWE-664,Java/Kotlin,java/integer-multiplication-cast-to-long,Result of multiplication cast to wider type
CWE-664,Java/Kotlin,java/missing-call-to-super-clone,Missing super clone
CWE-664,Java/Kotlin,java/wait-on-condition-interface,Wait on condition
CWE-664,Java/Kotlin,java/call-to-thread-run,Direct call to a run() method
CWE-664,Java/Kotlin,java/unsafe-double-checked-locking,Double-checked locking is not thread-safe
CWE-664,Java/Kotlin,java/unsafe-double-checked-locking-init-order,Race condition in double-checked locking object initialization
CWE-664,Java/Kotlin,java/unsafe-sync-on-field,Futile synchronization on field
CWE-664,Java/Kotlin,java/inconsistent-field-synchronization,Inconsistent synchronization for field
CWE-664,Java/Kotlin,java/lazy-initialization,Incorrect lazy initialization of a static field
CWE-664,Java/Kotlin,java/non-sync-override,Non-synchronized override of synchronized method
CWE-664,Java/Kotlin,java/notify-instead-of-notify-all,notify instead of notifyAll
CWE-664,Java/Kotlin,java/sleep-with-lock-held,Sleep with lock held
CWE-664,Java/Kotlin,java/sync-on-boxed-types,Synchronization on boxed types or strings
CWE-664,Java/Kotlin,java/unsynchronized-getter,Inconsistent synchronization of getter and setter
CWE-664,Java/Kotlin,java/inconsistent-sync-writeobject,Inconsistent synchronization for writeObject()
CWE-664,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-664,Java/Kotlin,java/wait-with-two-locks,Wait with two locks held
CWE-664,Java/Kotlin,java/missing-super-finalize,Finalizer inconsistency
CWE-664,Java/Kotlin,java/input-resource-leak,Potential input resource leak
CWE-664,Java/Kotlin,java/database-resource-leak,Potential database resource leak
CWE-664,Java/Kotlin,java/output-resource-leak,Potential output resource leak
CWE-664,Java/Kotlin,java/impossible-array-cast,Impossible array cast
CWE-664,Java/Kotlin,java/path-injection,Uncontrolled data used in path expression
CWE-664,Java/Kotlin,java/path-injection-local,Local-user-controlled data in path expression
CWE-664,Java/Kotlin,java/zipslip,"Arbitrary file access during archive extraction (""Zip Slip"")"
CWE-664,Java/Kotlin,java/partial-path-traversal,Partial path traversal vulnerability
CWE-664,Java/Kotlin,java/partial-path-traversal-from-remote,Partial path traversal vulnerability from remote
CWE-664,Java/Kotlin,java/android/arbitrary-apk-installation,Android APK installation
CWE-664,Java/Kotlin,java/groovy-injection,Groovy Language injection
CWE-664,Java/Kotlin,java/insecure-bean-validation,Insecure Bean Validation
CWE-664,Java/Kotlin,java/jexl-expression-injection,Expression language injection (JEXL)
CWE-664,Java/Kotlin,java/mvel-expression-injection,Expression language injection (MVEL)
CWE-664,Java/Kotlin,java/spel-expression-injection,Expression language injection (Spring)
CWE-664,Java/Kotlin,java/server-side-template-injection,Server-side template injection
CWE-664,Java/Kotlin,java/comparison-with-wider-type,Comparison of narrow type with wide type in loop condition
CWE-664,Java/Kotlin,java/android/websettings-allow-content-access,Android WebView settings allows access to content links
CWE-664,Java/Kotlin,java/android/websettings-file-access,Android WebSettings file access
CWE-664,Java/Kotlin,java/local-temp-file-or-directory-information-disclosure,Local information disclosure in a temporary directory
CWE-664,Java/Kotlin,java/stack-trace-exposure,Information exposure through a stack trace
CWE-664,Java/Kotlin,java/android/intent-uri-permission-manipulation,Intent URI permission manipulation
CWE-664,Java/Kotlin,java/unsafe-cert-trust,Unsafe certificate trust
CWE-664,Java/Kotlin,java/insecure-smtp-ssl,Insecure JavaMail SSL Configuration
CWE-664,Java/Kotlin,java/unsafe-hostname-verification,Unsafe hostname verification
CWE-664,Java/Kotlin,java/android/backup-enabled,Application backup allowed
CWE-664,Java/Kotlin,java/android/cleartext-storage-database,Cleartext storage of sensitive information using a local database on Android
CWE-664,Java/Kotlin,java/android/cleartext-storage-filesystem,Cleartext storage of sensitive information in the Android filesystem
CWE-664,Java/Kotlin,java/cleartext-storage-in-class,Cleartext storage of sensitive information using storable class
CWE-664,Java/Kotlin,java/cleartext-storage-in-cookie,Cleartext storage of sensitive information in cookie
CWE-664,Java/Kotlin,java/cleartext-storage-in-properties,Cleartext storage of sensitive information using 'Properties' class
CWE-664,Java/Kotlin,java/android/cleartext-storage-shared-prefs,Cleartext storage of sensitive information using SharedPreferences on Android
CWE-664,Java/Kotlin,java/socket-auth-race-condition,Race condition in socket authentication
CWE-664,Java/Kotlin,java/android/unsafe-content-uri-resolution,Uncontrolled data used in content resolution
CWE-664,Java/Kotlin,java/android/fragment-injection,Android fragment injection
CWE-664,Java/Kotlin,java/android/fragment-injection-preference-activity,Android fragment injection in PreferenceActivity
CWE-664,Java/Kotlin,java/android/debuggable-attribute-enabled,Android debuggable attribute enabled
CWE-664,Java/Kotlin,java/android/webview-debugging-enabled,Android Webview debugging enabled
CWE-664,Java/Kotlin,java/trust-boundary-violation,Trust boundary violation
CWE-664,Java/Kotlin,java/unsafe-deserialization,Deserialization of user-controlled data
CWE-664,Java/Kotlin,java/insecure-basic-auth,Insecure basic authentication
CWE-664,Java/Kotlin,java/insecure-ldap-auth,Insecure LDAP authentication
CWE-664,Java/Kotlin,java/android/sensitive-keyboard-cache,Android sensitive keyboard cache
CWE-664,Java/Kotlin,java/sensitive-log,Insertion of sensitive information into log files
CWE-664,Java/Kotlin,java/unvalidated-url-redirection,URL redirection from remote source
CWE-664,Java/Kotlin,java/unvalidated-url-redirection-local,URL redirection from local source
CWE-664,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-664,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-664,Java/Kotlin,java/tainted-numeric-cast,User-controlled data in numeric cast
CWE-664,Java/Kotlin,java/tainted-numeric-cast-local,Local-user-controlled data in numeric cast
CWE-664,Java/Kotlin,java/polynomial-redos,Polynomial regular expression used on uncontrolled data
CWE-664,Java/Kotlin,java/redos,Inefficient regular expression
CWE-664,Java/Kotlin,java/regex-injection,Regular expression injection
CWE-664,Java/Kotlin,java/world-writable-file-read,Reading from a world writable file
CWE-664,Java/Kotlin,java/android/unsafe-android-webview-fetch,Unsafe resource fetching in Android WebView
CWE-664,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
CWE-664,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-664,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-664,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-664,Java/Kotlin,java/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-664,Java/Kotlin,java/tainted-permissions-check,User-controlled data used in permissions check
CWE-664,Java/Kotlin,java/maven/non-https-url,Failure to use HTTPS or SFTP URL in Maven artifact upload/download
CWE-664,Java/Kotlin,java/lock-order-inconsistency,Lock order inconsistency
CWE-664,Java/Kotlin,java/ssrf,Server-side request forgery
CWE-664,Java/Kotlin,java/improper-intent-verification,Improper verification of intent by broadcast receiver
CWE-664,Java/Kotlin,java/android/incomplete-provider-permissions,Missing read or write permission in a content provider
CWE-664,Java/Kotlin,java/android/implicitly-exported-component,Implicitly exported Android component
CWE-664,Java/Kotlin,java/android/implicit-pendingintents,Use of implicit PendingIntents
CWE-664,Java/Kotlin,java/android/sensitive-communication,Leaking sensitive information through an implicit Intent
CWE-664,Java/Kotlin,java/android/sensitive-result-receiver,Leaking sensitive information through a ResultReceiver
CWE-664,Java/Kotlin,java/android/intent-redirection,Android Intent redirection
CWE-664,Java/Kotlin,java/empty-finalizer,Empty body of finalizer
CWE-664,Java/Kotlin,java/unassigned-field,Field is never assigned a non-null value
CWE-664,Java/Kotlin,java/overly-general-catch,Overly-general catch clause
CWE-664,Java/Kotlin,java/abstract-to-concrete-cast,Cast from abstract to concrete collection
CWE-664,Java/Kotlin,java/internal-representation-exposure,Exposing internal representation
CWE-664,Java/Kotlin,java/static-array,Array constant vulnerable to change
CWE-664,Java/Kotlin,java/log4j-injection,Potential Log4J LDAP JNDI injection (CVE-2021-44228)
CWE-664,Java/Kotlin,java/openstream-called-on-tainted-url,openStream called on URLs created from remote source
CWE-664,Java/Kotlin,java/file-path-injection,File Path Injection
CWE-664,Java/Kotlin,java/beanshell-injection,BeanShell injection
CWE-664,Java/Kotlin,java/android-insecure-dex-loading,Insecure loading of an Android Dex File
CWE-664,Java/Kotlin,java/jshell-injection,JShell injection
CWE-664,Java/Kotlin,java/javaee-expression-injection,Jakarta Expression Language injection
CWE-664,Java/Kotlin,java/jython-injection,Injection in Jython
CWE-664,Java/Kotlin,java/unsafe-eval,Injection in Java Script Engine
