dataset;prompt_name;file_name;vulnerability_present;cwe_ids;time_taken (in seconds);tokens_used;cost (in dollars);created_at
juliet-top-25-small;dataflow_analysis_prompt;J1219;False;;19.922046184539795;total_tokens: 827, completion_tokens: 368, prompt_tokens: 459;0.015629999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1219;True;CWE-190;29.228163957595825;total_tokens: 1847, completion_tokens: 505, prompt_tokens: 1342;0.028569999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1220;False;;16.035598516464233;total_tokens: 619, completion_tokens: 273, prompt_tokens: 346;0.01165;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1220;True;CWE-190;19.771751165390015;total_tokens: 1403, completion_tokens: 382, prompt_tokens: 1021;0.021670000000000002;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1221;False;;10.824710607528687;total_tokens: 806, completion_tokens: 348, prompt_tokens: 458;0.015019999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1221;True;CWE-190;26.249828577041626;total_tokens: 1863, completion_tokens: 543, prompt_tokens: 1320;0.02949;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1222;True;CWE-200;21.280229091644287;total_tokens: 827, completion_tokens: 300, prompt_tokens: 527;0.01427;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1222;True;CWE-532;29.781325101852417;total_tokens: 1866, completion_tokens: 456, prompt_tokens: 1410;0.02778;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1223;True;CWE-190;31.17722773551941;total_tokens: 997, completion_tokens: 382, prompt_tokens: 615;0.01761;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1223;False;CWE-190;36.192044258117676;total_tokens: 2189, completion_tokens: 521, prompt_tokens: 1668;0.03231;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1224;True;CWE-20;7.076659202575684;total_tokens: 827, completion_tokens: 290, prompt_tokens: 537;0.01407;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1224;True;CWE-190;19.39457130432129;total_tokens: 1891, completion_tokens: 471, prompt_tokens: 1420;0.02833;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1225;True;CWE-190;9.892050743103027;total_tokens: 1019, completion_tokens: 380, prompt_tokens: 639;0.01779;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1225;None;;16.2654128074646;total_tokens: 2194, completion_tokens: 480, prompt_tokens: 1714;0.03154;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1226;True;CWE-190;19.323856115341187;total_tokens: 754, completion_tokens: 228, prompt_tokens: 526;0.0121;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1226;True;CWE-190;22.94400930404663;total_tokens: 1688, completion_tokens: 352, prompt_tokens: 1336;0.02392;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1227;True;CWE-190;18.141842365264893;total_tokens: 978, completion_tokens: 340, prompt_tokens: 638;0.01658;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1227;False;CWE-190;31.212807416915894;total_tokens: 2181, completion_tokens: 509, prompt_tokens: 1672;0.031990000000000005;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1228;True;CWE-200;5.444322824478149;total_tokens: 563, completion_tokens: 159, prompt_tokens: 404;0.00881;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1228;True;CWE-754;14.502851486206055;total_tokens: 1366, completion_tokens: 343, prompt_tokens: 1023;0.02052;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1229;True;CWE-20;18.43924617767334;total_tokens: 782, completion_tokens: 290, prompt_tokens: 492;0.01362;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1229;True;CWE-754;35.87198281288147;total_tokens: 1861, completion_tokens: 531, prompt_tokens: 1330;0.02923;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1230;True;CWE-200;29.118401288986206;total_tokens: 677, completion_tokens: 263, prompt_tokens: 414;0.012029999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1230;False;;34.58037519454956;total_tokens: 1588, completion_tokens: 441, prompt_tokens: 1147;0.0247;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1231;True;CWE-20;28.235769510269165;total_tokens: 824, completion_tokens: 308, prompt_tokens: 516;0.0144;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1231;False;CWE-20;34.86801290512085;total_tokens: 1886, completion_tokens: 490, prompt_tokens: 1396;0.028659999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1232;True;CWE-200;20.08532214164734;total_tokens: 681, completion_tokens: 278, prompt_tokens: 403;0.01237;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1232;None;;30.607215881347656;total_tokens: 1591, completion_tokens: 451, prompt_tokens: 1140;0.02493;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1233;True;CWE-807;20.6007080078125;total_tokens: 958, completion_tokens: 443, prompt_tokens: 515;0.018439999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1233;False;CWE-807;30.738787412643433;total_tokens: 2124, completion_tokens: 595, prompt_tokens: 1529;0.033139999999999996;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1234;False;;11.790201663970947;total_tokens: 558, completion_tokens: 201, prompt_tokens: 357;0.0096;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1234;False;;21.623090028762817;total_tokens: 1317, completion_tokens: 346, prompt_tokens: 971;0.020089999999999997;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1235;False;;11.463533163070679;total_tokens: 852, completion_tokens: 407, prompt_tokens: 445;0.016659999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1235;True;CWE-20;22.011775016784668;total_tokens: 1934, completion_tokens: 581, prompt_tokens: 1353;0.030959999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1236;False;;12.205029487609863;total_tokens: 594, completion_tokens: 227, prompt_tokens: 367;0.01048;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1236;True;CWE-190;19.60498595237732;total_tokens: 1370, completion_tokens: 353, prompt_tokens: 1017;0.02076;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1237;False;;10.730203628540039;total_tokens: 763, completion_tokens: 294, prompt_tokens: 469;0.01351;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1237;False;;21.606931447982788;total_tokens: 1767, completion_tokens: 479, prompt_tokens: 1288;0.027249999999999996;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1238;False;;48.72679877281189;total_tokens: 627, completion_tokens: 271, prompt_tokens: 356;0.011689999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1238;True;CWE-190;60.28235054016113;total_tokens: 1449, completion_tokens: 410, prompt_tokens: 1039;0.022690000000000002;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1239;False;;42.65091586112976;total_tokens: 789, completion_tokens: 321, prompt_tokens: 468;0.01431;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1239;True;CWE-190;50.33733916282654;total_tokens: 1774, completion_tokens: 461, prompt_tokens: 1313;0.026959999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1240;True;CWE-20;7.70213770866394;total_tokens: 862, completion_tokens: 261, prompt_tokens: 601;0.01384;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1240;True;CWE-20;16.01296067237854;total_tokens: 1922, completion_tokens: 403, prompt_tokens: 1519;0.02728;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1241;True;CWE-20;17.70869255065918;total_tokens: 994, completion_tokens: 305, prompt_tokens: 689;0.01604;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1241;False;;30.19538927078247;total_tokens: 2238, completion_tokens: 499, prompt_tokens: 1739;0.03236;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1242;True;CWE-20;11.789157629013062;total_tokens: 861, completion_tokens: 250, prompt_tokens: 611;0.01361;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1242;True;CWE-190;19.62448215484619;total_tokens: 1930, completion_tokens: 402, prompt_tokens: 1528;0.027340000000000003;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1243;True;CWE-117;13.229605436325073;total_tokens: 973, completion_tokens: 260, prompt_tokens: 713;0.014929999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1243;True;CWE-117 CWE-190;19.14856505393982;total_tokens: 2166, completion_tokens: 424, prompt_tokens: 1742;0.030139999999999997;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1244;True;CWE-20;20.67909336090088;total_tokens: 931, completion_tokens: 331, prompt_tokens: 600;0.01593;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1244;False;CWE-190;25.684425592422485;total_tokens: 2085, completion_tokens: 498, prompt_tokens: 1587;0.03081;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1245;True;CWE-117;12.522481203079224;total_tokens: 965, completion_tokens: 253, prompt_tokens: 712;0.014709999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1245;False;CWE-117;22.58340287208557;total_tokens: 2158, completion_tokens: 425, prompt_tokens: 1733;0.030079999999999996;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1246;True;CWE-20;10.52586817741394;total_tokens: 793, completion_tokens: 228, prompt_tokens: 565;0.01249;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1246;False;CWE-20;20.199021100997925;total_tokens: 1806, completion_tokens: 392, prompt_tokens: 1414;0.0259;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1247;True;CWE-20;11.186870813369751;total_tokens: 856, completion_tokens: 203, prompt_tokens: 653;0.01262;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1247;True;CWE-20;18.894680500030518;total_tokens: 1848, completion_tokens: 283, prompt_tokens: 1565;0.02414;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1248;True;CWE-20;7.861193895339966;total_tokens: 804, completion_tokens: 229, prompt_tokens: 575;0.01262;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1248;True;CWE-20;13.87608790397644;total_tokens: 1839, completion_tokens: 404, prompt_tokens: 1435;0.02647;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1249;True;CWE-20;9.949598550796509;total_tokens: 912, completion_tokens: 235, prompt_tokens: 677;0.013819999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1249;False;;19.8705792427063;total_tokens: 2104, completion_tokens: 459, prompt_tokens: 1645;0.030219999999999997;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1250;True;CWE-20;6.406691312789917;total_tokens: 813, completion_tokens: 249, prompt_tokens: 564;0.01311;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1250;False;CWE-20;10.403359413146973;total_tokens: 1836, completion_tokens: 403, prompt_tokens: 1433;0.02642;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1251;True;CWE-20;17.750075578689575;total_tokens: 929, completion_tokens: 253, prompt_tokens: 676;0.01435;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1251;True;CWE-190;22.31433606147766;total_tokens: 2052, completion_tokens: 391, prompt_tokens: 1661;0.028339999999999997;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1252;False;;12.27845549583435;total_tokens: 582, completion_tokens: 235, prompt_tokens: 347;0.010519999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1252;True;CWE-190;20.35102081298828;total_tokens: 1353, completion_tokens: 368, prompt_tokens: 985;0.02089;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1253;False;;26.43016743659973;total_tokens: 914, completion_tokens: 479, prompt_tokens: 435;0.01872;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1253;False;;29.934998750686646;total_tokens: 2017, completion_tokens: 612, prompt_tokens: 1405;0.03241;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1254;True;CWE-190;26.837271451950073;total_tokens: 668, completion_tokens: 311, prompt_tokens: 357;0.0129;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1254;False;;35.419658184051514;total_tokens: 1525, completion_tokens: 444, prompt_tokens: 1081;0.02413;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1255;False;;17.657254457473755;total_tokens: 815, completion_tokens: 356, prompt_tokens: 459;0.015269999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1255;True;CWE-190;27.29983115196228;total_tokens: 1844, completion_tokens: 514, prompt_tokens: 1330;0.02872;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1256;False;;14.24841594696045;total_tokens: 584, completion_tokens: 238, prompt_tokens: 346;0.0106;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1256;True;CWE-190;19.00916838645935;total_tokens: 1327, completion_tokens: 341, prompt_tokens: 986;0.02009;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1257;False;;20.755964994430542;total_tokens: 743, completion_tokens: 285, prompt_tokens: 458;0.01313;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1257;True;CWE-190;27.285950660705566;total_tokens: 1643, completion_tokens: 386, prompt_tokens: 1257;0.024149999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1258;False;;6.56888484954834;total_tokens: 555, completion_tokens: 201, prompt_tokens: 354;0.009569999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1258;False;;13.811742067337036;total_tokens: 1290, completion_tokens: 325, prompt_tokens: 965;0.0194;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1259;False;;10.033058881759644;total_tokens: 814, completion_tokens: 372, prompt_tokens: 442;0.01558;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1259;False;;19.240739345550537;total_tokens: 1844, completion_tokens: 532, prompt_tokens: 1312;0.029079999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1260;False;;6.304571628570557;total_tokens: 601, completion_tokens: 237, prompt_tokens: 364;0.01075;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1260;True;CWE-190;21.502749919891357;total_tokens: 1419, completion_tokens: 398, prompt_tokens: 1021;0.02215;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1261;False;;19.41898226737976;total_tokens: 825, completion_tokens: 359, prompt_tokens: 466;0.01543;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1261;True;CWE-117;28.78914976119995;total_tokens: 1908, completion_tokens: 561, prompt_tokens: 1347;0.0303;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1262;False;;7.529865980148315;total_tokens: 598, completion_tokens: 245, prompt_tokens: 353;0.010879999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1262;False;;14.954798221588135;total_tokens: 1399, completion_tokens: 392, prompt_tokens: 1007;0.021830000000000002;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1263;False;;18.69262194633484;total_tokens: 837, completion_tokens: 372, prompt_tokens: 465;0.01581;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1263;False;;27.077603578567505;total_tokens: 1867, completion_tokens: 509, prompt_tokens: 1358;0.02885;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1264;True;CWE-20;6.004772424697876;total_tokens: 770, completion_tokens: 204, prompt_tokens: 566;0.011779999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1264;True;CWE-190;15.355416059494019;total_tokens: 1769, completion_tokens: 377, prompt_tokens: 1392;0.02523;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1265;True;CWE-190;25.676428079605103;total_tokens: 994, completion_tokens: 340, prompt_tokens: 654;0.01674;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1265;False;;29.210329055786133;total_tokens: 2164, completion_tokens: 460, prompt_tokens: 1704;0.030840000000000003;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1266;False;;9.068813800811768;total_tokens: 890, completion_tokens: 314, prompt_tokens: 576;0.015179999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1266;True;CWE-190;14.673142910003662;total_tokens: 1935, completion_tokens: 413, prompt_tokens: 1522;0.02761;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1267;False;;24.251638650894165;total_tokens: 1007, completion_tokens: 329, prompt_tokens: 678;0.01665;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1267;True;CWE-20;31.21116042137146;total_tokens: 2209, completion_tokens: 468, prompt_tokens: 1741;0.03145;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1268;True;CWE-197;12.162818908691406;total_tokens: 799, completion_tokens: 234, prompt_tokens: 565;0.01267;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1268;True;CWE-197 CWE-20;40.94599914550781;total_tokens: 1841, completion_tokens: 421, prompt_tokens: 1420;0.02683;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1269;True;CWE-20;15.332526445388794;total_tokens: 938, completion_tokens: 260, prompt_tokens: 678;0.01458;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1269;False;CWE-20;23.17843508720398;total_tokens: 2110, completion_tokens: 438, prompt_tokens: 1672;0.029859999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1270;True;CWE-190;14.385151863098145;total_tokens: 616, completion_tokens: 269, prompt_tokens: 347;0.011540000000000002;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1270;False;;24.2837073802948;total_tokens: 1476, completion_tokens: 457, prompt_tokens: 1019;0.0239;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1271;False;;13.050291776657104;total_tokens: 724, completion_tokens: 289, prompt_tokens: 435;0.013019999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1271;True;CWE-190;23.178760051727295;total_tokens: 1654, completion_tokens: 439, prompt_tokens: 1215;0.02532;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1272;True;CWE-190;11.63140320777893;total_tokens: 558, completion_tokens: 201, prompt_tokens: 357;0.0096;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1272;None;;15.85756516456604;total_tokens: 1251, completion_tokens: 280, prompt_tokens: 971;0.01811;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1273;False;;22.097845554351807;total_tokens: 811, completion_tokens: 352, prompt_tokens: 459;0.015149999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1273;True;CWE-190;33.2431263923645;total_tokens: 1854, completion_tokens: 528, prompt_tokens: 1326;0.0291;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1274;False;;13.834057569503784;total_tokens: 597, completion_tokens: 251, prompt_tokens: 346;0.01099;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1274;True;CWE-190;17.334330558776855;total_tokens: 1353, completion_tokens: 354, prompt_tokens: 999;0.02061;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1275;False;;15.321163177490234;total_tokens: 776, completion_tokens: 317, prompt_tokens: 459;0.0141;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1275;True;CWE-190;30.66589593887329;total_tokens: 1723, completion_tokens: 432, prompt_tokens: 1291;0.025869999999999997;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1276;False;;5.409302473068237;total_tokens: 584, completion_tokens: 213, prompt_tokens: 371;0.0101;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1276;True;CWE-190;12.124316453933716;total_tokens: 1396, completion_tokens: 385, prompt_tokens: 1011;0.02166;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1277;False;;21.492464780807495;total_tokens: 860, completion_tokens: 401, prompt_tokens: 459;0.016620000000000003;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1277;False;;26.435262203216553;total_tokens: 1939, completion_tokens: 564, prompt_tokens: 1375;0.030670000000000003;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1278;False;;6.568819284439087;total_tokens: 601, completion_tokens: 220, prompt_tokens: 381;0.010409999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1278;True;CWE-190;20.551697492599487;total_tokens: 1354, completion_tokens: 316, prompt_tokens: 1038;0.01986;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1279;False;;24.41187286376953;total_tokens: 847, completion_tokens: 364, prompt_tokens: 483;0.01575;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1279;False;;35.4094672203064;total_tokens: 1947, completion_tokens: 561, prompt_tokens: 1386;0.030690000000000002;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1280;False;;28.761454820632935;total_tokens: 654, completion_tokens: 284, prompt_tokens: 370;0.012219999999999998;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1280;True;CWE-190;35.895119428634644;total_tokens: 1495, completion_tokens: 415, prompt_tokens: 1080;0.02325;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1281;False;;11.708810567855835;total_tokens: 940, completion_tokens: 457, prompt_tokens: 483;0.01854;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1281;True;CWE-190;16.094964504241943;total_tokens: 2082, completion_tokens: 603, prompt_tokens: 1479;0.03288;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1282;True;CWE-20;6.76324200630188;total_tokens: 774, completion_tokens: 209, prompt_tokens: 565;0.01192;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1282;True;CWE-20;13.51897382736206;total_tokens: 1754, completion_tokens: 359, prompt_tokens: 1395;0.02472;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1283;True;CWE-20;6.03423547744751;total_tokens: 818, completion_tokens: 167, prompt_tokens: 651;0.011519999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1283;True;CWE-129;15.80420970916748;total_tokens: 1862, completion_tokens: 337, prompt_tokens: 1525;0.02536;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1284;False;;12.45730185508728;total_tokens: 582, completion_tokens: 236, prompt_tokens: 346;0.010539999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1284;True;CWE-190;16.39728045463562;total_tokens: 1388, completion_tokens: 404, prompt_tokens: 984;0.02196;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1285;False;;12.236769914627075;total_tokens: 872, completion_tokens: 440, prompt_tokens: 432;0.01752;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1285;False;;20.329042196273804;total_tokens: 1947, completion_tokens: 587, prompt_tokens: 1360;0.03121;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1286;False;;6.917704820632935;total_tokens: 575, completion_tokens: 205, prompt_tokens: 370;0.00985;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1286;False;;15.691760778427124;total_tokens: 1313, completion_tokens: 312, prompt_tokens: 1001;0.01937;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1287;False;;28.184409379959106;total_tokens: 795, completion_tokens: 339, prompt_tokens: 456;0.01473;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1287;False;;33.835153341293335;total_tokens: 1867, completion_tokens: 560, prompt_tokens: 1307;0.02987;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1288;True;CWE-20;20.56122064590454;total_tokens: 943, completion_tokens: 313, prompt_tokens: 630;0.01569;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1288;False;CWE-20;29.064997911453247;total_tokens: 2091, completion_tokens: 462, prompt_tokens: 1629;0.03015;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1289;True;CWE-20;11.613503694534302;total_tokens: 959, completion_tokens: 243, prompt_tokens: 716;0.01445;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1289;True;CWE-190;21.914376258850098;total_tokens: 2155, completion_tokens: 424, prompt_tokens: 1731;0.03003;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1290;True;CWE-20;13.949613571166992;total_tokens: 809, completion_tokens: 239, prompt_tokens: 570;0.01287;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1290;True;CWE-190;19.130274772644043;total_tokens: 1839, completion_tokens: 404, prompt_tokens: 1435;0.02647;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1291;True;CWE-20;14.87009072303772;total_tokens: 936, completion_tokens: 280, prompt_tokens: 656;0.014960000000000001;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1291;False;CWE-20;29.705480813980103;total_tokens: 2087, completion_tokens: 439, prompt_tokens: 1648;0.029650000000000003;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1292;True;CWE-20;21.592923164367676;total_tokens: 902, completion_tokens: 289, prompt_tokens: 613;0.014799999999999999;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1292;False;CWE-20;30.815669536590576;total_tokens: 1999, completion_tokens: 428, prompt_tokens: 1571;0.02855;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1293;True;CWE-89;14.586774826049805;total_tokens: 988, completion_tokens: 289, prompt_tokens: 699;0.01566;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1293;False;CWE-89;24.691393852233887;total_tokens: 2221, completion_tokens: 478, prompt_tokens: 1743;0.03177;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1294;True;CWE-190;25.932210206985474;total_tokens: 680, completion_tokens: 269, prompt_tokens: 411;0.01218;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1294;False;;33.89091682434082;total_tokens: 1549, completion_tokens: 402, prompt_tokens: 1147;0.023530000000000002;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1295;True;CWE-190;19.903655529022217;total_tokens: 834, completion_tokens: 337, prompt_tokens: 497;0.015080000000000001;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1295;False;;23.82341241836548;total_tokens: 1869, completion_tokens: 482, prompt_tokens: 1387;0.02833;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1296;True;CWE-20;15.776421546936035;total_tokens: 915, completion_tokens: 266, prompt_tokens: 649;0.01447;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt_self_reflection;J1296;False;CWE-20;27.59360361099243;total_tokens: 2076, completion_tokens: 456, prompt_tokens: 1620;0.02988;2024-01-14
juliet-top-25-small;dataflow_analysis_prompt;J1297;True;CWE-20;16.09847354888916;total_tokens: 1072, completion_tokens: 337, prompt_tokens: 735;0.01746;2024-01-14
